lambda,x,rho,type,x0,x1
3.7,1.557971,0.0,empMax,,
3.9000000000000004,-2.5,5.5929896e-9,free,,
3.9000000000000004,-1.0835836,1.3267908e-7,free,,
3.9000000000000004,-1.0785786,0.004482077,free,,
3.9000000000000004,-1.0735736,0.0068647563,free,,
3.9000000000000004,-1.0635636,0.009936822,free,,
3.9000000000000004,-1.0485486,0.013013388,free,,
3.9000000000000004,-1.0135136,0.017156031,free,,
3.9000000000000004,-0.9784785,0.018471915,free,,
3.9000000000000004,-0.9484484,0.016938478,free,,
3.9000000000000004,-0.9284284,0.013417575,free,,
3.9000000000000004,-0.9184184,0.00992688,free,,
3.9000000000000004,-0.9134134,0.007034384,free,,
3.9000000000000004,-0.9084084,3.0419477e-7,free,,
3.9000000000000004,-0.6981982,0.00000191139,free,,
3.9000000000000004,-0.6931932,0.036502305,free,,
3.9000000000000004,-0.6881882,0.24356192,free,,
3.9000000000000004,-0.6831832,0.33668977,free,,
3.9000000000000004,-0.6781782,0.4046318,free,,
3.9000000000000004,-0.6731732,0.4590008,free,,
3.9000000000000004,-0.6681682,0.5044425,free,,
3.9000000000000004,-0.6581582,0.5773715,free,,
3.9000000000000004,-0.6481481,0.6340073,free,,
3.9000000000000004,-0.6431431,0.6578996,free,,
3.9000000000000004,-0.6331331,0.69887364,free,,
3.9000000000000004,-0.6181181,0.74722904,free,,
3.9000000000000004,-0.6031031,0.7840185,free,,
3.9000000000000004,-0.5930931,0.8036635,free,,
3.9000000000000004,-0.5830831,0.8201624,free,,
3.9000000000000004,-0.5730731,0.83400714,free,,
3.9000000000000004,-0.5630631,0.8455908,free,,
3.9000000000000004,-0.5530531,0.8552326,free,,
3.9000000000000004,-0.543043,0.8631955,free,,
3.9000000000000004,-0.533033,0.8696982,free,,
3.9000000000000004,-0.518018,0.87710893,free,,
3.9000000000000004,-0.508008,0.88070583,free,,
3.9000000000000004,-0.492993,0.8843947,free,,
3.9000000000000004,-0.477978,0.8863381,free,,
3.9000000000000004,-0.46296296,0.8868167,free,,
3.9000000000000004,-0.44294295,0.8855665,free,,
3.9000000000000004,-0.4229229,0.88255113,free,,
3.9000000000000004,-0.4029029,0.8781119,free,,
3.9000000000000004,-0.3778779,0.8709669,free,,
3.9000000000000004,-0.35285285,0.8624276,free,,
3.9000000000000004,-0.3228228,0.8507786,free,,
3.9000000000000004,-0.25275275,0.8196635,free,,
3.9000000000000004,-0.16766767,0.77794415,free,,
3.9000000000000004,0.04754755,0.6681731,free,,
3.9000000000000004,0.17267267,0.60540205,free,,
3.9000000000000004,0.528028,0.43201348,free,,
3.9000000000000004,0.6231231,0.38490647,free,,
3.9000000000000004,0.7232232,0.33337474,free,,
3.9000000000000004,0.8083083,0.2866657,free,,
3.9000000000000004,0.8783784,0.24468416,free,,
3.9000000000000004,0.9334334,0.20792146,free,,
3.9000000000000004,0.9784785,0.17363524,free,,
3.9000000000000004,0.9984985,0.1564513,free,,
3.9000000000000004,1.0185186,0.13742675,free,,
3.9000000000000004,1.0335336,0.12142052,free,,
3.9000000000000004,1.0485486,0.10314698,free,,
3.9000000000000004,1.0585586,0.089014366,free,,
3.9000000000000004,1.0685686,0.07226372,free,,
3.9000000000000004,1.0785786,0.050326027,free,,
3.9000000000000004,1.0835836,0.034522057,free,,
3.9000000000000004,1.0885886,0.0000010895701,free,,
3.9000000000000004,1.1486486,1.9986533e-7,free,,
3.9000000000000004,1.1536536,0.006054455,free,,
3.9000000000000004,1.1586586,0.008924204,free,,
3.9000000000000004,1.1686686,0.012124081,free,,
3.9000000000000004,1.1886886,0.015068916,free,,
3.9000000000000004,1.2187188,0.016190313,free,,
3.9000000000000004,1.2637638,0.014689994,free,,
3.9000000000000004,1.3088088,0.010699744,free,,
3.9000000000000004,1.3388388,0.0057406775,free,,
3.9000000000000004,1.3538538,6.791107e-8,free,,
3.9000000000000004,2.5,5.7365126e-9,free,,
3.9000000000000004,-1.268116,0.0,emp,-1.268116,-1.1956521
3.9000000000000004,-1.1956521,0.00069,emp,-1.1956521,-1.1231884
3.9000000000000004,-1.1231884,0.006555,emp,-1.1231884,-1.0507246
3.9000000000000004,-1.0507246,0.012765,emp,-1.0507246,-0.9782609
3.9000000000000004,-0.9782609,0.01242,emp,-0.9782609,-0.9057971
3.9000000000000004,-0.9057971,0.00207,emp,-0.9057971,-0.8333333
3.9000000000000004,-0.8333333,0.0,emp,-0.8333333,-0.76086956
3.9000000000000004,-0.76086956,0.018975,emp,-0.76086956,-0.6884058
3.9000000000000004,-0.6884058,0.579255,emp,-0.6884058,-0.615942
3.9000000000000004,-0.615942,0.819375,emp,-0.615942,-0.54347825
3.9000000000000004,-0.54347825,0.873195,emp,-0.54347825,-0.4710145
3.9000000000000004,-0.4710145,0.88941,emp,-0.4710145,-0.39855072
3.9000000000000004,-0.39855072,0.86112,emp,-0.39855072,-0.32608697
3.9000000000000004,-0.32608697,0.83835,emp,-0.32608697,-0.2536232
3.9000000000000004,-0.2536232,0.801435,emp,-0.2536232,-0.18115942
3.9000000000000004,-0.18115942,0.761415,emp,-0.18115942,-0.10869565
3.9000000000000004,-0.10869565,0.73485,emp,-0.10869565,-0.036231883
3.9000000000000004,-0.036231883,0.685515,emp,-0.036231883,0.036231883
3.9000000000000004,0.036231883,0.66102,emp,0.036231883,0.10869565
3.9000000000000004,0.10869565,0.621345,emp,0.10869565,0.18115942
3.9000000000000004,0.18115942,0.577185,emp,0.18115942,0.2536232
3.9000000000000004,0.2536232,0.54441,emp,0.2536232,0.32608697
3.9000000000000004,0.32608697,0.516465,emp,0.32608697,0.39855072
3.9000000000000004,0.39855072,0.47748,emp,0.39855072,0.4710145
3.9000000000000004,0.4710145,0.439875,emp,0.4710145,0.54347825
3.9000000000000004,0.54347825,0.404685,emp,0.54347825,0.615942
3.9000000000000004,0.615942,0.36984,emp,0.615942,0.6884058
3.9000000000000004,0.6884058,0.33258,emp,0.6884058,0.76086956
3.9000000000000004,0.76086956,0.29256,emp,0.76086956,0.8333333
3.9000000000000004,0.8333333,0.24978,emp,0.8333333,0.9057971
3.9000000000000004,0.9057971,0.19872,emp,0.9057971,0.9782609
3.9000000000000004,0.9782609,0.14145,emp,0.9782609,1.0507246
3.9000000000000004,1.0507246,0.04278,emp,1.0507246,1.1231884
3.9000000000000004,1.1231884,0.0069,emp,1.1231884,1.1956521
3.9000000000000004,1.1956521,0.014145,emp,1.1956521,1.268116
3.9000000000000004,1.268116,0.007935,emp,1.268116,1.3405797
3.9000000000000004,1.3405797,0.00276,emp,1.3405797,1.4130435
3.9000000000000004,1.4130435,0.00069,emp,1.4130435,1.4855072
3.9000000000000004,1.4855072,0.0,emp,1.4855072,1.557971
3.9000000000000004,1.6304348,0.0,emp,,
3.9000000000000004,-1.268116,0.0,empMin,-1.268116,-1.1956521
3.9000000000000004,-1.1956521,0.00069,empMin,-1.1956521,-1.1231884
3.9000000000000004,-1.1231884,0.006555,empMin,-1.1231884,-1.0507246
3.9000000000000004,-1.0507246,0.012765,empMin,-1.0507246,-0.9782609
3.9000000000000004,-0.9782609,0.01242,empMin,-0.9782609,-0.9057971
3.9000000000000004,-0.9057971,0.00207,empMin,-0.9057971,-0.8333333
3.9000000000000004,-0.8333333,0.0,empMin,-0.8333333,-0.76086956
3.9000000000000004,-0.6884058,0.0,empMin,,
3.9000000000000004,0.9782609,0.0,empMax,0.9782609,1.0507246
3.9000000000000004,1.0507246,0.00207,empMax,1.0507246,1.1231884
3.9000000000000004,1.1231884,0.0069,empMax,1.1231884,1.1956521
3.9000000000000004,1.1956521,0.014145,empMax,1.1956521,1.268116
3.9000000000000004,1.268116,0.007935,empMax,1.268116,1.3405797
3.9000000000000004,1.3405797,0.00276,empMax,1.3405797,1.4130435
3.9000000000000004,1.4130435,0.00069,empMax,1.4130435,1.4855072
3.9000000000000004,1.4855072,0.0,empMax,1.4855072,1.557971
3.9000000000000004,1.6304348,0.0,empMax,,
4.1,-2.5,5.593803e-9,free,,
4.1,-1.1086086,8.520298e-8,free,,
4.1,-1.0935936,0.007179711,free,,
4.1,-1.0735736,0.011690379,free,,
4.1,-1.0385386,0.015880648,free,,
4.1,-0.9984985,0.017597249,free,,
4.1,-0.9684685,0.016535541,free,,
4.1,-0.9434434,0.012863632,free,,
4.1,-0.9334334,0.009789935,free,,
4.1,-0.9284284,0.0073623867,free,,
4.1,-0.9234234,0.0027486086,free,,
4.1,-0.9184184,1.4004743e-7,free,,
4.1,-0.6981982,0.0000019134689,free,,
4.1,-0.6931932,0.037966065,free,,
4.1,-0.6881882,0.24376693,free,,
4.1,-0.6831832,0.33682564,free,,
4.1,-0.6781782,0.40473524,free,,
4.1,-0.6731732,0.45908415,free,,
4.1,-0.6681682,0.5045118,free,,
4.1,-0.6581582,0.5774216,free,,
4.1,-0.6481481,0.6340448,free,,
4.1,-0.6431431,0.6579323,free,,
4.1,-0.6331331,0.69889843,free,,
4.1,-0.6181181,0.7472452,free,,
4.1,-0.6031031,0.7840285,free,,
4.1,-0.5930931,0.8036703,free,,
4.1,-0.5830831,0.8201665,free,,
4.1,-0.5730731,0.834009,free,,
4.1,-0.5630631,0.84559065,free,,
4.1,-0.5530531,0.8552308,free,,
4.1,-0.543043,0.8631923,free,,
4.1,-0.533033,0.86969376,free,,
4.1,-0.518018,0.8771029,free,,
4.1,-0.508008,0.880699,free,,
4.1,-0.492993,0.8843867,free,,
4.1,-0.477978,0.8863292,free,,
4.1,-0.46296296,0.88680696,free,,
4.1,-0.44294295,0.8855559,free,,
4.1,-0.4229229,0.8825399,free,,
4.1,-0.4029029,0.8781002,free,,
4.1,-0.3778779,0.8709547,free,,
4.1,-0.35285285,0.862415,free,,
4.1,-0.3228228,0.85076565,free,,
4.1,-0.25275275,0.8196501,free,,
4.1,-0.16766767,0.7779305,free,,
4.1,0.04754755,0.6681591,free,,
4.1,0.17267267,0.6053877,free,,
4.1,0.528028,0.43199638,free,,
4.1,0.6231231,0.38488805,free,,
4.1,0.7232232,0.33335483,free,,
4.1,0.8083083,0.2866449,free,,
4.1,0.8783784,0.24466427,free,,
4.1,0.9334334,0.20790601,free,,
4.1,0.9784785,0.17363119,free,,
4.1,0.9984985,0.15645793,free,,
4.1,1.0185186,0.13745166,free,,
4.1,1.0335336,0.121468596,free,,
4.1,1.0485486,0.10323463,free,,
4.1,1.0585586,0.08914683,free,,
4.1,1.0685686,0.07247436,free,,
4.1,1.0785786,0.050714638,free,,
4.1,1.0835836,0.03516201,free,,
4.1,1.0885886,0.000001341405,free,,
4.1,1.1586586,1.6750063e-7,free,,
4.1,1.1636636,0.005271701,free,,
4.1,1.1686686,0.008062213,free,,
4.1,1.1786786,0.011155367,free,,
4.1,1.2037038,0.014475373,free,,
4.1,1.2337338,0.015388481,free,,
4.1,1.2787788,0.014064939,free,,
4.1,1.3288288,0.010053603,free,,
4.1,1.3588588,0.0055178422,free,,
4.1,1.3638638,0.0042609763,free,,
4.1,1.3738738,6.943165e-8,free,,
4.1,2.5,5.7378453e-9,free,,
4.1,-1.3405797,0.0,emp,-1.3405797,-1.268116
4.1,-1.268116,0.00069,emp,-1.268116,-1.1956521
4.1,-1.1956521,0.00207,emp,-1.1956521,-1.1231884
4.1,-1.1231884,0.00552,emp,-1.1231884,-1.0507246
4.1,-1.0507246,0.01656,emp,-1.0507246,-0.9782609
4.1,-0.9782609,0.00828,emp,-0.9782609,-0.9057971
4.1,-0.9057971,0.00138,emp,-0.9057971,-0.8333333
4.1,-0.8333333,0.0,emp,-0.8333333,-0.76086956
4.1,-0.76086956,0.021735,emp,-0.76086956,-0.6884058
4.1,-0.6884058,0.58098,emp,-0.6884058,-0.615942
4.1,-0.615942,0.81351,emp,-0.615942,-0.54347825
4.1,-0.54347825,0.87492,emp,-0.54347825,-0.4710145
4.1,-0.4710145,0.888375,emp,-0.4710145,-0.39855072
4.1,-0.39855072,0.862845,emp,-0.39855072,-0.32608697
4.1,-0.32608697,0.835935,emp,-0.32608697,-0.2536232
4.1,-0.2536232,0.80316,emp,-0.2536232,-0.18115942
4.1,-0.18115942,0.75831,emp,-0.18115942,-0.10869565
4.1,-0.10869565,0.72726,emp,-0.10869565,-0.036231883
4.1,-0.036231883,0.70035,emp,-0.036231883,0.036231883
4.1,0.036231883,0.653775,emp,0.036231883,0.10869565
4.1,0.10869565,0.621345,emp,0.10869565,0.18115942
4.1,0.18115942,0.5796,emp,0.18115942,0.2536232
4.1,0.2536232,0.543375,emp,0.2536232,0.32608697
4.1,0.32608697,0.515775,emp,0.32608697,0.39855072
4.1,0.39855072,0.4761,emp,0.39855072,0.4710145
4.1,0.4710145,0.44367,emp,0.4710145,0.54347825
4.1,0.54347825,0.40917,emp,0.54347825,0.615942
4.1,0.615942,0.36777,emp,0.615942,0.6884058
4.1,0.6884058,0.32913,emp,0.6884058,0.76086956
4.1,0.76086956,0.294975,emp,0.76086956,0.8333333
4.1,0.8333333,0.246675,emp,0.8333333,0.9057971
4.1,0.9057971,0.203205,emp,0.9057971,0.9782609
4.1,0.9782609,0.13938,emp,0.9782609,1.0507246
4.1,1.0507246,0.040365,emp,1.0507246,1.1231884
4.1,1.1231884,0.007935,emp,1.1231884,1.1956521
4.1,1.1956521,0.007935,emp,1.1956521,1.268116
4.1,1.268116,0.011385,emp,1.268116,1.3405797
4.1,1.3405797,0.00483,emp,1.3405797,1.4130435
4.1,1.4130435,0.001725,emp,1.4130435,1.4855072
4.1,1.4855072,0.0,emp,1.4855072,1.557971
4.1,1.6304348,0.0,emp,,
4.1,-1.3405797,0.0,empMin,-1.3405797,-1.268116
4.1,-1.268116,0.00069,empMin,-1.268116,-1.1956521
4.1,-1.1956521,0.00207,empMin,-1.1956521,-1.1231884
4.1,-1.1231884,0.00552,empMin,-1.1231884,-1.0507246
4.1,-1.0507246,0.01656,empMin,-1.0507246,-0.9782609
4.1,-0.9782609,0.00828,empMin,-0.9782609,-0.9057971
4.1,-0.9057971,0.00138,empMin,-0.9057971,-0.8333333
4.1,-0.8333333,0.0,empMin,-0.8333333,-0.76086956
4.1,-0.6884058,0.0,empMin,,
4.1,0.9782609,0.0,empMax,0.9782609,1.0507246
4.1,1.0507246,0.00069,empMax,1.0507246,1.1231884
4.1,1.1231884,0.007935,empMax,1.1231884,1.1956521
4.1,1.1956521,0.007935,empMax,1.1956521,1.268116
4.1,1.268116,0.011385,empMax,1.268116,1.3405797
4.1,1.3405797,0.00483,empMax,1.3405797,1.4130435
4.1,1.4130435,0.001725,empMax,1.4130435,1.4855072
4.1,1.4855072,0.0,empMax,1.4855072,1.557971
4.1,1.6304348,0.0,empMax,,
4.3,-2.5,5.5946376e-9,free,,
4.3,-1.1286286,1.0394927e-7,free,,
4.3,-1.1236236,0.0036179414,free,,
4.3,-1.1186186,0.0057812296,free,,
4.3,-1.1086086,0.008512957,free,,
4.3,-1.0935936,0.011251163,free,,
4.3,-1.0535536,0.015434629,free,,
4.3,-1.0135136,0.016804805,free,,
4.3,-0.9834835,0.015746158,free,,
4.3,-0.9584585,0.012403625,free,,
4.3,-0.9434434,0.0076639643,free,,
4.3,-0.9334334,1.4749786e-7,free,,
4.3,-0.6981982,0.0000019153406,free,,
4.3,-0.6931932,0.039226774,free,,
4.3,-0.6881882,0.24395032,free,,
4.3,-0.6831832,0.33694756,free,,
4.3,-0.6781782,0.40482837,free,,
4.3,-0.6731732,0.4591594,free,,
4.3,-0.6681682,0.5045744,free,,
4.3,-0.6581582,0.5774673,free,,
4.3,-0.6481481,0.6340793,free,,
4.3,-0.6431431,0.6579623,free,,
4.3,-0.6331331,0.6989215,free,,
4.3,-0.6181181,0.7472605,free,,
4.3,-0.6031031,0.7840382,free,,
4.3,-0.5930931,0.80367696,free,,
4.3,-0.5830831,0.82017076,free,,
4.3,-0.5730731,0.83401114,free,,
4.3,-0.5630631,0.84559107,free,,
4.3,-0.5530531,0.85522974,free,,
4.3,-0.543043,0.8631898,free,,
4.3,-0.533033,0.8696902,free,,
4.3,-0.518018,0.87709785,free,,
4.3,-0.508008,0.8806931,free,,
4.3,-0.492993,0.88437974,free,,
4.3,-0.477978,0.88632137,free,,
4.3,-0.46296296,0.8867984,free,,
4.3,-0.44294295,0.88554657,free,,
4.3,-0.4229229,0.8825299,free,,
4.3,-0.4029029,0.87808967,free,,
4.3,-0.3778779,0.87094367,free,,
4.3,-0.35285285,0.8624036,free,,
4.3,-0.3228228,0.8507539,free,,
4.3,-0.25275275,0.81963784,free,,
4.3,-0.16766767,0.777918,free,,
4.3,0.04754755,0.6681462,free,,
4.3,0.17267267,0.6053744,free,,
4.3,0.528028,0.43198073,free,,
4.3,0.6231231,0.38487136,free,,
4.3,0.7232232,0.33333707,free,,
4.3,0.8083083,0.28662682,free,,
4.3,0.8783784,0.24464764,free,,
4.3,0.9334334,0.20789422,free,,
4.3,0.9784785,0.1736306,free,,
4.3,0.9984985,0.1564674,free,,
4.3,1.0185186,0.13747789,free,,
4.3,1.0335336,0.12151558,free,,
4.3,1.0485486,0.10331631,free,,
4.3,1.0585586,0.08926711,free,,
4.3,1.0685686,0.072660945,free,,
4.3,1.0785786,0.051049422,free,,
4.3,1.0835836,0.035701424,free,,
4.3,1.0885886,0.000001797297,free,,
4.3,1.1686686,1.4322293e-7,free,,
4.3,1.1736736,0.0045271046,free,,
4.3,1.1786786,0.00728432,free,,
4.3,1.1936936,0.011274971,free,,
4.3,1.2187188,0.013920583,free,,
4.3,1.2487488,0.014671023,free,,
4.3,1.2987988,0.013241898,free,,
4.3,1.3488488,0.009474264,free,,
4.3,1.3788788,0.005302821,free,,
4.3,1.3888888,0.0025693392,free,,
4.3,1.3938938,7.2989046e-8,free,,
4.3,2.5,5.739221e-9,free,,
4.3,-1.3405797,0.0,emp,-1.3405797,-1.268116
4.3,-1.268116,0.00069,emp,-1.268116,-1.1956521
4.3,-1.1956521,0.002415,emp,-1.1956521,-1.1231884
4.3,-1.1231884,0.010005,emp,-1.1231884,-1.0507246
4.3,-1.0507246,0.013455,emp,-1.0507246,-0.9782609
4.3,-0.9782609,0.00621,emp,-0.9782609,-0.9057971
4.3,-0.9057971,0.001725,emp,-0.9057971,-0.8333333
4.3,-0.8333333,0.0,emp,-0.8333333,-0.76086956
4.3,-0.76086956,0.02208,emp,-0.76086956,-0.6884058
4.3,-0.6884058,0.573045,emp,-0.6884058,-0.615942
4.3,-0.615942,0.8142,emp,-0.615942,-0.54347825
4.3,-0.54347825,0.87975,emp,-0.54347825,-0.4710145
4.3,-0.4710145,0.88113,emp,-0.4710145,-0.39855072
4.3,-0.39855072,0.868365,emp,-0.39855072,-0.32608697
4.3,-0.32608697,0.840075,emp,-0.32608697,-0.2536232
4.3,-0.2536232,0.795225,emp,-0.2536232,-0.18115942
4.3,-0.18115942,0.76521,emp,-0.18115942,-0.10869565
4.3,-0.10869565,0.73071,emp,-0.10869565,-0.036231883
4.3,-0.036231883,0.689655,emp,-0.036231883,0.036231883
4.3,0.036231883,0.65757,emp,0.036231883,0.10869565
4.3,0.10869565,0.62169,emp,0.10869565,0.18115942
4.3,0.18115942,0.58512,emp,0.18115942,0.2536232
4.3,0.2536232,0.546825,emp,0.2536232,0.32608697
4.3,0.32608697,0.50991,emp,0.32608697,0.39855072
4.3,0.39855072,0.475065,emp,0.39855072,0.4710145
4.3,0.4710145,0.439875,emp,0.4710145,0.54347825
4.3,0.54347825,0.409515,emp,0.54347825,0.615942
4.3,0.615942,0.369495,emp,0.615942,0.6884058
4.3,0.6884058,0.33327,emp,0.6884058,0.76086956
4.3,0.76086956,0.292215,emp,0.76086956,0.8333333
4.3,0.8333333,0.252885,emp,0.8333333,0.9057971
4.3,0.9057971,0.19941,emp,0.9057971,0.9782609
4.3,0.9782609,0.138,emp,0.9782609,1.0507246
4.3,1.0507246,0.04071,emp,1.0507246,1.1231884
4.3,1.1231884,0.005175,emp,1.1231884,1.1956521
4.3,1.1956521,0.012765,emp,1.1956521,1.268116
4.3,1.268116,0.00966,emp,1.268116,1.3405797
4.3,1.3405797,0.00345,emp,1.3405797,1.4130435
4.3,1.4130435,0.00276,emp,1.4130435,1.4855072
4.3,1.4855072,0.00069,emp,1.4855072,1.557971
4.3,1.557971,0.0,emp,1.557971,1.6304348
4.3,1.7028985,0.0,emp,,
4.3,-1.3405797,0.0,empMin,-1.3405797,-1.268116
4.3,-1.268116,0.00069,empMin,-1.268116,-1.1956521
4.3,-1.1956521,0.002415,empMin,-1.1956521,-1.1231884
4.3,-1.1231884,0.010005,empMin,-1.1231884,-1.0507246
4.3,-1.0507246,0.013455,empMin,-1.0507246,-0.9782609
4.3,-0.9782609,0.00621,empMin,-0.9782609,-0.9057971
4.3,-0.9057971,0.001725,empMin,-0.9057971,-0.8333333
4.3,-0.8333333,0.0,empMin,-0.8333333,-0.76086956
4.3,-0.6884058,0.0,empMin,,
4.3,1.0507246,0.0,empMax,1.0507246,1.1231884
4.3,1.1231884,0.005175,empMax,1.1231884,1.1956521
4.3,1.1956521,0.012765,empMax,1.1956521,1.268116
4.3,1.268116,0.00966,empMax,1.268116,1.3405797
4.3,1.3405797,0.00345,empMax,1.3405797,1.4130435
4.3,1.4130435,0.00276,empMax,1.4130435,1.4855072
4.3,1.4855072,0.00069,empMax,1.4855072,1.557971
4.3,1.557971,0.0,empMax,1.557971,1.6304348
4.3,1.7028985,0.0,empMax,,
4.5,-2.5,5.595494e-9,free,,
4.5,-1.1536536,7.0433565e-8,free,,
4.5,-1.1486486,0.0005173831,free,,
4.5,-1.1436436,0.0042779455,free,,
4.5,-1.1336336,0.0072848974,free,,
4.5,-1.1086086,0.011464093,free,,
4.5,-1.0685686,0.014970664,free,,
4.5,-1.0285286,0.016076088,free,,
4.5,-0.9984985,0.01504556,free,,
4.5,-0.9734735,0.0120164,free,,
4.5,-0.9584585,0.007929122,free,,
4.5,-0.9534535,0.005398852,free,,
4.5,-0.9484484,1.885953e-7,free,,
4.5,-0.6981982,0.0000019170343,free,,
4.5,-0.6931932,0.040325627,free,,
4.5,-0.6881882,0.24411535,free,,
4.5,-0.6831832,0.33705756,free,,
4.5,-0.6781782,0.4049126,free,,
4.5,-0.6731732,0.45922765,free,,
4.5,-0.6681682,0.5046314,free,,
4.5,-0.6581582,0.57750905,free,,
4.5,-0.6481481,0.6341109,free,,
4.5,-0.6431431,0.6579901,free,,
4.5,-0.6331331,0.6989429,free,,
4.5,-0.6181181,0.7472749,free,,
4.5,-0.6031031,0.7840474,free,,
4.5,-0.5930931,0.8036836,free,,
4.5,-0.5830831,0.8201751,free,,
4.5,-0.5730731,0.8340136,free,,
4.5,-0.5630631,0.84559184,free,,
4.5,-0.5530531,0.8552291,free,,
4.5,-0.543043,0.86318797,free,,
4.5,-0.533033,0.86968726,free,,
4.5,-0.518018,0.87709355,free,,
4.5,-0.508008,0.880688,free,,
4.5,-0.492993,0.88437366,free,,
4.5,-0.477978,0.88631445,free,,
4.5,-0.46296296,0.8867908,free,,
4.5,-0.44294295,0.88553816,free,,
4.5,-0.4229229,0.8825209,free,,
4.5,-0.4029029,0.8780802,free,,
4.5,-0.3778779,0.87093365,free,,
4.5,-0.35285285,0.8623932,free,,
4.5,-0.3228228,0.8507432,free,,
4.5,-0.25275275,0.81962657,free,,
4.5,-0.16766767,0.7779064,free,,
4.5,0.04754755,0.6681342,free,,
4.5,0.17267267,0.6053621,free,,
4.5,0.528028,0.4319664,free,,
4.5,0.6231231,0.38485625,free,,
4.5,0.7232232,0.33332118,free,,
4.5,0.8083083,0.286611,free,,
4.5,0.8783784,0.24463366,free,,
4.5,0.9334334,0.20788528,free,,
4.5,0.9784785,0.17363249,free,,
4.5,0.9984985,0.15647869,free,,
4.5,1.0185186,0.1375045,free,,
4.5,1.0335336,0.1215608,free,,
4.5,1.0485486,0.10339209,free,,
4.5,1.0585586,0.08937641,free,,
4.5,1.0685686,0.072827086,free,,
4.5,1.0785786,0.05134083,free,,
4.5,1.0835836,0.036162723,free,,
4.5,1.0885886,0.000003216149,free,,
4.5,1.1786786,1.2511434e-7,free,,
4.5,1.1886886,0.006585052,free,,
4.5,1.2037038,0.010484189,free,,
4.5,1.2287288,0.013134297,free,,
4.5,1.2637638,0.014024084,free,,
4.5,1.3188188,0.012499065,free,,
4.5,1.3688688,0.008949457,free,,
4.5,1.3988988,0.005092578,free,,
4.5,1.408909,0.0026570088,free,,
4.5,1.413914,8.009183e-8,free,,
4.5,2.5,5.7406417e-9,free,,
4.5,-1.3405797,0.0,emp,-1.3405797,-1.268116
4.5,-1.268116,0.00138,emp,-1.268116,-1.1956521
4.5,-1.1956521,0.004485,emp,-1.1956521,-1.1231884
4.5,-1.1231884,0.008625,emp,-1.1231884,-1.0507246
4.5,-1.0507246,0.01518,emp,-1.0507246,-0.9782609
4.5,-0.9782609,0.004485,emp,-0.9782609,-0.9057971
4.5,-0.9057971,0.000345,emp,-0.9057971,-0.8333333
4.5,-0.8333333,0.0,emp,-0.8333333,-0.76086956
4.5,-0.76086956,0.017595,emp,-0.76086956,-0.6884058
4.5,-0.6884058,0.5796,emp,-0.6884058,-0.615942
4.5,-0.615942,0.81834,emp,-0.615942,-0.54347825
4.5,-0.54347825,0.878025,emp,-0.54347825,-0.4710145
4.5,-0.4710145,0.88389,emp,-0.4710145,-0.39855072
4.5,-0.39855072,0.861465,emp,-0.39855072,-0.32608697
4.5,-0.32608697,0.838695,emp,-0.32608697,-0.2536232
4.5,-0.2536232,0.804885,emp,-0.2536232,-0.18115942
4.5,-0.18115942,0.763485,emp,-0.18115942,-0.10869565
4.5,-0.10869565,0.728985,emp,-0.10869565,-0.036231883
4.5,-0.036231883,0.69207,emp,-0.036231883,0.036231883
4.5,0.036231883,0.658605,emp,0.036231883,0.10869565
4.5,0.10869565,0.60858,emp,0.10869565,0.18115942
4.5,0.18115942,0.59271,emp,0.18115942,0.2536232
4.5,0.2536232,0.54027,emp,0.2536232,0.32608697
