lambda,x,rho,type,x0,x1
8.1,1.557971,0.00414,emp,1.557971,1.6304348
8.1,1.6304348,0.005865,emp,1.6304348,1.7028985
8.1,1.7028985,0.003105,emp,1.7028985,1.7753624
8.1,1.7753624,0.00069,emp,1.7753624,1.8478261
8.1,1.8478261,0.000345,emp,1.8478261,1.9202899
8.1,1.9202899,0.00069,emp,1.9202899,1.9927536
8.1,1.9927536,0.0,emp,1.9927536,2.0652175
8.1,2.1376812,0.0,emp,,
8.1,-1.8478261,0.0,empMin,-1.8478261,-1.7753624
8.1,-1.7753624,0.000345,empMin,-1.7753624,-1.7028985
8.1,-1.7028985,0.00138,empMin,-1.7028985,-1.6304348
8.1,-1.6304348,0.001035,empMin,-1.6304348,-1.557971
8.1,-1.557971,0.001035,empMin,-1.557971,-1.4855072
8.1,-1.4855072,0.00276,empMin,-1.4855072,-1.4130435
8.1,-1.4130435,0.008625,empMin,-1.4130435,-1.3405797
8.1,-1.3405797,0.00828,empMin,-1.3405797,-1.268116
8.1,-1.268116,0.005175,empMin,-1.268116,-1.1956521
8.1,-1.1956521,0.00483,empMin,-1.1956521,-1.1231884
8.1,-1.1231884,0.00069,empMin,-1.1231884,-1.0507246
8.1,-1.0507246,0.000345,empMin,-1.0507246,-0.9782609
8.1,-0.9782609,0.0,empMin,-0.9782609,-0.9057971
8.1,-0.8333333,0.0,empMin,,
8.1,1.1231884,0.0,empMax,1.1231884,1.1956521
8.1,1.1956521,0.00138,empMax,1.1956521,1.268116
8.1,1.268116,0.001035,empMax,1.268116,1.3405797
8.1,1.3405797,0.004485,empMax,1.3405797,1.4130435
8.1,1.4130435,0.00483,empMax,1.4130435,1.4855072
8.1,1.4855072,0.007935,empMax,1.4855072,1.557971
8.1,1.557971,0.00414,empMax,1.557971,1.6304348
8.1,1.6304348,0.005865,empMax,1.6304348,1.7028985
8.1,1.7028985,0.003105,empMax,1.7028985,1.7753624
8.1,1.7753624,0.00069,empMax,1.7753624,1.8478261
8.1,1.8478261,0.000345,empMax,1.8478261,1.9202899
8.1,1.9202899,0.00069,empMax,1.9202899,1.9927536
8.1,1.9927536,0.0,empMax,1.9927536,2.0652175
8.1,2.1376812,0.0,empMax,,
8.3,-2.5,5.6172174e-9,free,,
8.3,-1.534034,3.3504495e-8,free,,
8.3,-1.509009,0.00342198,free,,
8.3,-1.463964,0.0058784513,free,,
8.3,-1.3888888,0.008032203,free,,
8.3,-1.3088088,0.008855145,free,,
8.3,-1.2537538,0.008344689,free,,
8.3,-1.2087088,0.006672109,free,,
8.3,-1.1786786,0.0038527476,free,,
8.3,-1.1636636,6.141616e-8,free,,
8.3,-0.6981982,0.000001933087,free,,
8.3,-0.6931932,0.049274724,free,,
8.3,-0.6881882,0.24564068,free,,
8.3,-0.6831832,0.3380878,free,,
8.3,-0.6781782,0.40571094,free,,
8.3,-0.6731732,0.45988223,free,,
8.3,-0.6681682,0.50518477,free,,
8.3,-0.6581582,0.57792485,free,,
8.3,-0.6481481,0.6344347,free,,
8.3,-0.6431431,0.65827787,free,,
8.3,-0.6331331,0.6991719,free,,
8.3,-0.6181181,0.74743795,free,,
8.3,-0.6031031,0.7841616,free,,
8.3,-0.5930931,0.8037716,free,,
8.3,-0.5830831,0.82024074,free,,
8.3,-0.5730731,0.8340599,free,,
8.3,-0.5630631,0.84562135,free,,
8.3,-0.5530531,0.85524386,free,,
8.3,-0.543043,0.86318976,free,,
8.3,-0.533033,0.8696775,free,,
8.3,-0.518018,0.87706876,free,,
8.3,-0.508008,0.88065445,free,,
8.3,-0.492993,0.88432866,free,,
8.3,-0.477978,0.88625956,free,,
8.3,-0.46296296,0.8867274,free,,
8.3,-0.44294295,0.88546515,free,,
8.3,-0.4229229,0.8824398,free,,
8.3,-0.4029029,0.8779923,free,,
8.3,-0.3778779,0.87083876,free,,
8.3,-0.35285285,0.8622925,free,,
8.3,-0.3228228,0.8506369,free,,
8.3,-0.25275275,0.8195113,free,,
8.3,-0.16766767,0.77778447,free,,
8.3,0.04754755,0.668004,free,,
8.3,0.17267267,0.6052285,free,,
8.3,0.6181181,0.38722676,free,,
8.3,0.7182182,0.33583188,free,,
8.3,0.8033033,0.28934705,free,,
8.3,0.8733734,0.24770093,free,,
8.3,0.9284284,0.21140566,free,,
8.3,0.9534535,0.19330484,free,,
8.3,0.9784785,0.17375249,free,,
8.3,0.9984985,0.1566923,free,,
8.3,1.0185186,0.13785854,free,,
8.3,1.0335336,0.12207382,free,,
8.3,1.0485486,0.10415098,free,,
8.3,1.0585586,0.09039232,free,,
8.3,1.0685686,0.07426249,free,,
8.3,1.0785786,0.05366175,free,,
8.3,1.0835836,0.03961723,free,,
8.3,1.0885886,0.016263215,free,,
8.3,1.0935936,3.8850143e-7,free,,
8.3,1.3688688,7.2143806e-8,free,,
8.3,1.3788788,0.0030337996,free,,
8.3,1.408909,0.0057579805,free,,
8.3,1.453954,0.007300333,free,,
8.3,1.514014,0.007826394,free,,
8.3,1.6041042,0.007151115,free,,
8.3,1.6991992,0.005189369,free,,
8.3,1.7592592,0.0029083146,free,,
8.3,1.7892892,2.5385427e-8,free,,
8.3,2.5,5.7800023e-9,free,,
8.3,-1.9202899,0.0,emp,-1.9202899,-1.8478261
8.3,-1.8478261,0.000345,emp,-1.8478261,-1.7753624
8.3,-1.7753624,0.0,emp,-1.7753624,-1.7028985
8.3,-1.7028985,0.0,emp,-1.7028985,-1.6304348
8.3,-1.6304348,0.0,emp,-1.6304348,-1.557971
8.3,-1.557971,0.002415,emp,-1.557971,-1.4855072
8.3,-1.4855072,0.00483,emp,-1.4855072,-1.4130435
8.3,-1.4130435,0.00552,emp,-1.4130435,-1.3405797
8.3,-1.3405797,0.008625,emp,-1.3405797,-1.268116
8.3,-1.268116,0.005865,emp,-1.268116,-1.1956521
8.3,-1.1956521,0.00414,emp,-1.1956521,-1.1231884
8.3,-1.1231884,0.00207,emp,-1.1231884,-1.0507246
8.3,-1.0507246,0.00069,emp,-1.0507246,-0.9782609
8.3,-0.9782609,0.0,emp,-0.9782609,-0.9057971
8.3,-0.9057971,0.0,emp,-0.9057971,-0.8333333
8.3,-0.8333333,0.0,emp,-0.8333333,-0.76086956
8.3,-0.76086956,0.01932,emp,-0.76086956,-0.6884058
8.3,-0.6884058,0.58098,emp,-0.6884058,-0.615942
8.3,-0.615942,0.8142,emp,-0.615942,-0.54347825
8.3,-0.54347825,0.880785,emp,-0.54347825,-0.4710145
8.3,-0.4710145,0.87906,emp,-0.4710145,-0.39855072
8.3,-0.39855072,0.864915,emp,-0.39855072,-0.32608697
8.3,-0.32608697,0.84042,emp,-0.32608697,-0.2536232
8.3,-0.2536232,0.80316,emp,-0.2536232,-0.18115942
8.3,-0.18115942,0.761415,emp,-0.18115942,-0.10869565
8.3,-0.10869565,0.72795,emp,-0.10869565,-0.036231883
8.3,-0.036231883,0.69483,emp,-0.036231883,0.036231883
8.3,0.036231883,0.65067,emp,0.036231883,0.10869565
8.3,0.10869565,0.62376,emp,0.10869565,0.18115942
8.3,0.18115942,0.57753,emp,0.18115942,0.2536232
8.3,0.2536232,0.54855,emp,0.2536232,0.32608697
8.3,0.32608697,0.513705,emp,0.32608697,0.39855072
8.3,0.39855072,0.47679,emp,0.39855072,0.4710145
8.3,0.4710145,0.439185,emp,0.4710145,0.54347825
8.3,0.54347825,0.40986,emp,0.54347825,0.615942
8.3,0.615942,0.36294,emp,0.615942,0.6884058
8.3,0.6884058,0.34017,emp,0.6884058,0.76086956
8.3,0.76086956,0.288075,emp,0.76086956,0.8333333
8.3,0.8333333,0.25047,emp,0.8333333,0.9057971
8.3,0.9057971,0.19872,emp,0.9057971,0.9782609
8.3,0.9782609,0.14352,emp,0.9782609,1.0507246
8.3,1.0507246,0.04002,emp,1.0507246,1.1231884
8.3,1.1231884,0.000345,emp,1.1231884,1.1956521
8.3,1.1956521,0.0,emp,1.1956521,1.268116
8.3,1.268116,0.000345,emp,1.268116,1.3405797
8.3,1.3405797,0.00207,emp,1.3405797,1.4130435
8.3,1.4130435,0.003795,emp,1.4130435,1.4855072
8.3,1.4855072,0.007245,emp,1.4855072,1.557971
8.3,1.557971,0.007245,emp,1.557971,1.6304348
8.3,1.6304348,0.00621,emp,1.6304348,1.7028985
8.3,1.7028985,0.003105,emp,1.7028985,1.7753624
8.3,1.7753624,0.001725,emp,1.7753624,1.8478261
8.3,1.8478261,0.00138,emp,1.8478261,1.9202899
8.3,1.9202899,0.00069,emp,1.9202899,1.9927536
8.3,1.9927536,0.000345,emp,1.9927536,2.0652175
8.3,2.0652175,0.0,emp,2.0652175,2.1376812
8.3,2.210145,0.0,emp,,
8.3,-1.9202899,0.0,empMin,-1.9202899,-1.8478261
8.3,-1.8478261,0.000345,empMin,-1.8478261,-1.7753624
8.3,-1.7753624,0.0,empMin,-1.7753624,-1.7028985
8.3,-1.7028985,0.0,empMin,-1.7028985,-1.6304348
8.3,-1.6304348,0.0,empMin,-1.6304348,-1.557971
8.3,-1.557971,0.002415,empMin,-1.557971,-1.4855072
8.3,-1.4855072,0.00483,empMin,-1.4855072,-1.4130435
8.3,-1.4130435,0.00552,empMin,-1.4130435,-1.3405797
8.3,-1.3405797,0.008625,empMin,-1.3405797,-1.268116
8.3,-1.268116,0.005865,empMin,-1.268116,-1.1956521
8.3,-1.1956521,0.00414,empMin,-1.1956521,-1.1231884
8.3,-1.1231884,0.00207,empMin,-1.1231884,-1.0507246
8.3,-1.0507246,0.00069,empMin,-1.0507246,-0.9782609
8.3,-0.9782609,0.0,empMin,-0.9782609,-0.9057971
8.3,-0.8333333,0.0,empMin,,
8.3,1.0507246,0.0,empMax,1.0507246,1.1231884
8.3,1.1231884,0.000345,empMax,1.1231884,1.1956521
8.3,1.1956521,0.0,empMax,1.1956521,1.268116
8.3,1.268116,0.000345,empMax,1.268116,1.3405797
8.3,1.3405797,0.00207,empMax,1.3405797,1.4130435
8.3,1.4130435,0.003795,empMax,1.4130435,1.4855072
8.3,1.4855072,0.007245,empMax,1.4855072,1.557971
8.3,1.557971,0.007245,empMax,1.557971,1.6304348
8.3,1.6304348,0.00621,empMax,1.6304348,1.7028985
8.3,1.7028985,0.003105,empMax,1.7028985,1.7753624
8.3,1.7753624,0.001725,empMax,1.7753624,1.8478261
8.3,1.8478261,0.00138,empMax,1.8478261,1.9202899
8.3,1.9202899,0.00069,empMax,1.9202899,1.9927536
8.3,1.9927536,0.000345,empMax,1.9927536,2.0652175
8.3,2.0652175,0.0,empMax,2.0652175,2.1376812
8.3,2.210145,0.0,empMax,,
8.5,-2.5,5.618742e-9,free,,
8.5,-1.549049,9.398681e-8,free,,
8.5,-1.544044,0.0015811133,free,,
8.5,-1.529029,0.003187884,free,,
8.5,-1.478979,0.005810152,free,,
8.5,-1.3988988,0.007934147,free,,
8.5,-1.3188188,0.0086508645,free,,
8.5,-1.2637638,0.008117575,free,,
8.5,-1.2187188,0.006474842,free,,
8.5,-1.1886886,0.003740027,free,,
8.5,-1.1736736,5.999352e-8,free,,
8.5,-0.6981982,0.000001933518,free,,
8.5,-0.6931932,0.049486637,free,,
8.5,-0.6881882,0.24568076,free,,
8.5,-0.6831832,0.3381152,free,,
8.5,-0.6781782,0.40573236,free,,
8.5,-0.6731732,0.45989996,free,,
8.5,-0.6681682,0.5051999,free,,
8.5,-0.6581582,0.5779365,free,,
8.5,-0.6481481,0.634444,free,,
8.5,-0.6431431,0.6582862,free,,
8.5,-0.6331331,0.6991787,free,,
8.5,-0.6181181,0.747443,free,,
8.5,-0.6031031,0.7841654,free,,
8.5,-0.5930931,0.8037746,free,,
8.5,-0.5830831,0.8202432,free,,
8.5,-0.5730731,0.83406174,free,,
8.5,-0.5630631,0.8456227,free,,
8.5,-0.5530531,0.8552448,free,,
8.5,-0.543043,0.8631903,free,,
8.5,-0.533033,0.86967766,free,,
8.5,-0.518018,0.8770685,free,,
8.5,-0.508008,0.880654,free,,
8.5,-0.492993,0.8843278,free,,
8.5,-0.477978,0.88625836,free,,
8.5,-0.46296296,0.88672596,free,,
8.5,-0.44294295,0.88546336,free,,
8.5,-0.4229229,0.88243777,free,,
8.5,-0.4029029,0.87799,free,,
8.5,-0.3778779,0.87083626,free,,
8.5,-0.35285285,0.8622898,free,,
8.5,-0.3228228,0.850634,free,,
8.5,-0.25275275,0.81950796,free,,
8.5,-0.16766767,0.7777809,free,,
8.5,0.04754755,0.668,free,,
8.5,0.17267267,0.60522443,free,,
8.5,0.6181181,0.387223,free,,
8.5,0.7182182,0.33582866,free,,
8.5,0.8033033,0.28934485,free,,
8.5,0.8733734,0.24770027,free,,
8.5,0.9284284,0.21140729,free,,
8.5,0.9534535,0.19330806,free,,
8.5,0.9784785,0.17375791,free,,
8.5,0.9984985,0.15670016,free,,
8.5,1.0185186,0.13786988,free,,
8.5,1.0335336,0.12208888,free,,
8.5,1.0485486,0.10417155,free,,
8.5,1.0585586,0.09041847,free,,
8.5,1.0685686,0.0742975,free,,
8.5,1.0785786,0.053714942,free,,
8.5,1.0835836,0.03969264,free,,
8.5,1.0885886,0.016454555,free,,
8.5,1.0935936,3.8967733e-7,free,,
8.5,1.3788788,1.3668543e-7,free,,
8.5,1.3838838,0.0021937538,free,,
8.5,1.3888888,0.0030835066,free,,
8.5,1.418919,0.005639369,free,,
8.5,1.463964,0.007124656,free,,
8.5,1.529029,0.007654123,free,,
8.5,1.6241242,0.0069113793,free,,
8.5,1.7192192,0.004974798,free,,
8.5,1.7842842,0.0024390959,free,,
8.5,1.7992992,0.0011953956,free,,
8.5,1.8043044,6.159575e-8,free,,
8.5,2.5,5.7830216e-9,free,,
8.5,-1.7753624,0.0,emp,-1.7753624,-1.7028985
8.5,-1.7028985,0.000345,emp,-1.7028985,-1.6304348
8.5,-1.6304348,0.002415,emp,-1.6304348,-1.557971
8.5,-1.557971,0.003105,emp,-1.557971,-1.4855072
8.5,-1.4855072,0.007245,emp,-1.4855072,-1.4130435
8.5,-1.4130435,0.00621,emp,-1.4130435,-1.3405797
8.5,-1.3405797,0.006555,emp,-1.3405797,-1.268116
8.5,-1.268116,0.00483,emp,-1.268116,-1.1956521
8.5,-1.1956521,0.00276,emp,-1.1956521,-1.1231884
8.5,-1.1231884,0.001035,emp,-1.1231884,-1.0507246
8.5,-1.0507246,0.0,emp,-1.0507246,-0.9782609
8.5,-0.9782609,0.0,emp,-0.9782609,-0.9057971
8.5,-0.9057971,0.0,emp,-0.9057971,-0.8333333
8.5,-0.8333333,0.0,emp,-0.8333333,-0.76086956
8.5,-0.76086956,0.01794,emp,-0.76086956,-0.6884058
8.5,-0.6884058,0.581325,emp,-0.6884058,-0.615942
8.5,-0.615942,0.815925,emp,-0.615942,-0.54347825
8.5,-0.54347825,0.8763,emp,-0.54347825,-0.4710145
8.5,-0.4710145,0.88941,emp,-0.4710145,-0.39855072
8.5,-0.39855072,0.86181,emp,-0.39855072,-0.32608697
8.5,-0.32608697,0.8349,emp,-0.32608697,-0.2536232
8.5,-0.2536232,0.797985,emp,-0.2536232,-0.18115942
8.5,-0.18115942,0.771075,emp,-0.18115942,-0.10869565
8.5,-0.10869565,0.728985,emp,-0.10869565,-0.036231883
8.5,-0.036231883,0.692415,emp,-0.036231883,0.036231883
8.5,0.036231883,0.65481,emp,0.036231883,0.10869565
8.5,0.10869565,0.61824,emp,0.10869565,0.18115942
8.5,0.18115942,0.58098,emp,0.18115942,0.2536232
8.5,0.2536232,0.54855,emp,0.2536232,0.32608697
8.5,0.32608697,0.514395,emp,0.32608697,0.39855072
8.5,0.39855072,0.47127,emp,0.39855072,0.4710145
8.5,0.4710145,0.43953,emp,0.4710145,0.54347825
8.5,0.54347825,0.410895,emp,0.54347825,0.615942
8.5,0.615942,0.37191,emp,0.615942,0.6884058
8.5,0.6884058,0.33189,emp,0.6884058,0.76086956
8.5,0.76086956,0.288765,emp,0.76086956,0.8333333
8.5,0.8333333,0.25116,emp,0.8333333,0.9057971
8.5,0.9057971,0.197685,emp,0.9057971,0.9782609
8.5,0.9782609,0.14214,emp,0.9782609,1.0507246
8.5,1.0507246,0.04071,emp,1.0507246,1.1231884
8.5,1.1231884,0.0,emp,1.1231884,1.1956521
8.5,1.1956521,0.000345,emp,1.1956521,1.268116
8.5,1.268116,0.001725,emp,1.268116,1.3405797
8.5,1.3405797,0.00207,emp,1.3405797,1.4130435
8.5,1.4130435,0.007245,emp,1.4130435,1.4855072
8.5,1.4855072,0.005175,emp,1.4855072,1.557971
8.5,1.557971,0.00552,emp,1.557971,1.6304348
8.5,1.6304348,0.00621,emp,1.6304348,1.7028985
8.5,1.7028985,0.00207,emp,1.7028985,1.7753624
8.5,1.7753624,0.002415,emp,1.7753624,1.8478261
8.5,1.8478261,0.001035,emp,1.8478261,1.9202899
8.5,1.9202899,0.000345,emp,1.9202899,1.9927536
8.5,1.9927536,0.000345,emp,1.9927536,2.0652175
8.5,2.0652175,0.0,emp,2.0652175,2.1376812
8.5,2.210145,0.0,emp,,
8.5,-1.7753624,0.0,empMin,-1.7753624,-1.7028985
8.5,-1.7028985,0.000345,empMin,-1.7028985,-1.6304348
8.5,-1.6304348,0.002415,empMin,-1.6304348,-1.557971
8.5,-1.557971,0.003105,empMin,-1.557971,-1.4855072
8.5,-1.4855072,0.007245,empMin,-1.4855072,-1.4130435
8.5,-1.4130435,0.00621,empMin,-1.4130435,-1.3405797
8.5,-1.3405797,0.006555,empMin,-1.3405797,-1.268116
8.5,-1.268116,0.00483,empMin,-1.268116,-1.1956521
8.5,-1.1956521,0.00276,empMin,-1.1956521,-1.1231884
8.5,-1.1231884,0.001035,empMin,-1.1231884,-1.0507246
8.5,-1.0507246,0.0,empMin,-1.0507246,-0.9782609
8.5,-0.9057971,0.0,empMin,,
8.5,1.1231884,0.0,empMax,1.1231884,1.1956521
8.5,1.1956521,0.000345,empMax,1.1956521,1.268116
8.5,1.268116,0.001725,empMax,1.268116,1.3405797
8.5,1.3405797,0.00207,empMax,1.3405797,1.4130435
8.5,1.4130435,0.007245,empMax,1.4130435,1.4855072
8.5,1.4855072,0.005175,empMax,1.4855072,1.557971
8.5,1.557971,0.00552,empMax,1.557971,1.6304348
8.5,1.6304348,0.00621,empMax,1.6304348,1.7028985
8.5,1.7028985,0.00207,empMax,1.7028985,1.7753624
8.5,1.7753624,0.002415,empMax,1.7753624,1.8478261
8.5,1.8478261,0.001035,empMax,1.8478261,1.9202899
8.5,1.9202899,0.000345,empMax,1.9202899,1.9927536
8.5,1.9927536,0.000345,empMax,1.9927536,2.0652175
8.5,2.0652175,0.0,empMax,2.0652175,2.1376812
8.5,2.210145,0.0,empMax,,
8.7,-2.5,5.620317e-9,free,,
8.7,-1.569069,3.9745757e-8,free,,
8.7,-1.559059,0.0019954853,free,,
8.7,-1.549049,0.002954553,free,,
8.7,-1.493994,0.005735963,free,,
8.7,-1.413914,0.00774857,free,,
8.7,-1.3338338,0.008456648,free,,
8.7,-1.2737738,0.007903557,free,,
8.7,-1.2287288,0.0062946896,free,,
8.7,-1.1986986,0.0036511805,free,,
8.7,-1.1836836,5.9177612e-8,free,,
8.7,-0.6981982,0.000001933928,free,,
8.7,-0.6931932,0.049687296,free,,
8.7,-0.6881882,0.24571887,free,,
8.7,-0.6831832,0.33814123,free,,
8.7,-0.6781782,0.40575278,free,,
8.7,-0.6731732,0.4599169,free,,
8.7,-0.6681682,0.5052144,free,,
8.7,-0.6581582,0.57794756,free,,
8.7,-0.6481481,0.6344528,free,,
8.7,-0.6431431,0.65829414,free,,
8.7,-0.6331331,0.6991852,free,,
8.7,-0.6181181,0.74744785,free,,
8.7,-0.6031031,0.78416896,free,,
8.7,-0.5930931,0.8037775,free,,
8.7,-0.5830831,0.8202455,free,,
8.7,-0.5730731,0.8340636,free,,
8.7,-0.5630631,0.8456241,free,,
8.7,-0.5530531,0.8552457,free,,
8.7,-0.543043,0.8631909,free,,
8.7,-0.533033,0.86967796,free,,
8.7,-0.518018,0.87706834,free,,
8.7,-0.508008,0.88065356,free,,
8.7,-0.492993,0.884327,free,,
8.7,-0.477978,0.8862573,free,,
8.7,-0.46296296,0.8867246,free,,
8.7,-0.44294295,0.8854617,free,,
8.7,-0.4229229,0.8824358,free,,
8.7,-0.4029029,0.87798786,free,,
8.7,-0.3778779,0.8708338,free,,
8.7,-0.35285285,0.86228716,free,,
8.7,-0.3228228,0.8506312,free,,
8.7,-0.25275275,0.8195048,free,,
8.7,-0.16766767,0.77777743,free,,
8.7,0.04754755,0.66799617,free,,
8.7,0.17267267,0.6052205,free,,
8.7,0.6181181,0.38721943,free,,
8.7,0.7182182,0.33582565,free,,
8.7,0.8033033,0.28934276,free,,
8.7,0.8733734,0.24769974,free,,
8.7,0.9284284,0.21140891,free,,
8.7,0.9534535,0.1933112,free,,
8.7,0.9784785,0.17376316,free,,
8.7,0.9984985,0.15670775,free,,
8.7,1.0185186,0.13788073,free,,
8.7,1.0335336,0.12210325,free,,
8.7,1.0485486,0.104191124,free,,
8.7,1.0585586,0.09044329,free,,
8.7,1.0685686,0.07433067,free,,
8.7,1.0785786,0.05376521,free,,
8.7,1.0835836,0.039763775,free,,
8.7,1.0885886,0.016633201,free,,
8.7,1.0935936,3.9079953e-7,free,,
8.7,1.3838838,4.7041446e-8,free,,
8.7,1.3988988,0.0031340846,free,,
8.7,1.428929,0.0055306614,free,,
8.7,1.473974,0.0069591315,free,,
8.7,1.539039,0.0074893357,free,,
8.7,1.6341342,0.0068173953,free,,
8.7,1.7342342,0.004902418,free,,
8.7,1.7992992,0.0025512327,free,,
8.7,1.8243244,2.9635823e-8,free,,
8.7,2.5,5.78618e-9,free,,
8.7,-1.9927536,0.0,emp,-1.9927536,-1.9202899
8.7,-1.9202899,0.000345,emp,-1.9202899,-1.8478261
8.7,-1.8478261,0.000345,emp,-1.8478261,-1.7753624
8.7,-1.7753624,0.0,emp,-1.7753624,-1.7028985
8.7,-1.7028985,0.000345,emp,-1.7028985,-1.6304348
8.7,-1.6304348,0.002415,emp,-1.6304348,-1.557971
8.7,-1.557971,0.00552,emp,-1.557971,-1.4855072
8.7,-1.4855072,0.00483,emp,-1.4855072,-1.4130435
8.7,-1.4130435,0.00483,emp,-1.4130435,-1.3405797
8.7,-1.3405797,0.0069,emp,-1.3405797,-1.268116
8.7,-1.268116,0.005865,emp,-1.268116,-1.1956521
8.7,-1.1956521,0.00207,emp,-1.1956521,-1.1231884
8.7,-1.1231884,0.00069,emp,-1.1231884,-1.0507246
8.7,-1.0507246,0.000345,emp,-1.0507246,-0.9782609
8.7,-0.9782609,0.0,emp,-0.9782609,-0.9057971
8.7,-0.9057971,0.0,emp,-0.9057971,-0.8333333
8.7,-0.8333333,0.0,emp,-0.8333333,-0.76086956
8.7,-0.76086956,0.01932,emp,-0.76086956,-0.6884058
8.7,-0.6884058,0.577185,emp,-0.6884058,-0.615942
8.7,-0.615942,0.815925,emp,-0.615942,-0.54347825
8.7,-0.54347825,0.87975,emp,-0.54347825,-0.4710145
8.7,-0.4710145,0.88458,emp,-0.4710145,-0.39855072
8.7,-0.39855072,0.856635,emp,-0.39855072,-0.32608697
8.7,-0.32608697,0.842145,emp,-0.32608697,-0.2536232
8.7,-0.2536232,0.804195,emp,-0.2536232,-0.18115942
8.7,-0.18115942,0.76452,emp,-0.18115942,-0.10869565
8.7,-0.10869565,0.72864,emp,-0.10869565,-0.036231883
8.7,-0.036231883,0.693105,emp,-0.036231883,0.036231883
8.7,0.036231883,0.655845,emp,0.036231883,0.10869565
8.7,0.10869565,0.618585,emp,0.10869565,0.18115942
8.7,0.18115942,0.57684,emp,0.18115942,0.2536232
8.7,0.2536232,0.543375,emp,0.2536232,0.32608697
8.7,0.32608697,0.51336,emp,0.32608697,0.39855072
8.7,0.39855072,0.47541,emp,0.39855072,0.4710145
8.7,0.4710145,0.4485,emp,0.4710145,0.54347825
8.7,0.54347825,0.40158,emp,0.54347825,0.615942
8.7,0.615942,0.36915,emp,0.615942,0.6884058
8.7,0.6884058,0.330165,emp,0.6884058,0.76086956
8.7,0.76086956,0.29601,emp,0.76086956,0.8333333
8.7,0.8333333,0.25185,emp,0.8333333,0.9057971
8.7,0.9057971,0.203205,emp,0.9057971,0.9782609
8.7,0.9782609,0.13731,emp,0.9782609,1.0507246
8.7,1.0507246,0.04347,emp,1.0507246,1.1231884
8.7,1.1231884,0.000345,emp,1.1231884,1.1956521
8.7,1.1956521,0.0,emp,1.1956521,1.268116
8.7,1.268116,0.00138,emp,1.268116,1.3405797
8.7,1.3405797,0.004485,emp,1.3405797,1.4130435
8.7,1.4130435,0.00414,emp,1.4130435,1.4855072
8.7,1.4855072,0.00621,emp,1.4855072,1.557971
8.7,1.557971,0.00621,emp,1.557971,1.6304348
8.7,1.6304348,0.003105,emp,1.6304348,1.7028985
8.7,1.7028985,0.00276,emp,1.7028985,1.7753624
8.7,1.7753624,0.00345,emp,1.7753624,1.8478261
8.7,1.8478261,0.001725,emp,1.8478261,1.9202899
8.7,1.9202899,0.001035,emp,1.9202899,1.9927536
8.7,1.9927536,0.0,emp,1.9927536,2.0652175
8.7,2.1376812,0.0,emp,,
8.7,-1.9927536,0.0,empMin,-1.9927536,-1.9202899
8.7,-1.9202899,0.000345,empMin,-1.9202899,-1.8478261
8.7,-1.8478261,0.000345,empMin,-1.8478261,-1.7753624
8.7,-1.7753624,0.0,empMin,-1.7753624,-1.7028985
8.7,-1.7028985,0.000345,empMin,-1.7028985,-1.6304348
8.7,-1.6304348,0.002415,empMin,-1.6304348,-1.557971
8.7,-1.557971,0.00552,empMin,-1.557971,-1.4855072
8.7,-1.4855072,0.00483,empMin,-1.4855072,-1.4130435
8.7,-1.4130435,0.00483,empMin,-1.4130435,-1.3405797
8.7,-1.3405797,0.0069,empMin,-1.3405797,-1.268116
8.7,-1.268116,0.005865,empMin,-1.268116,-1.1956521
8.7,-1.1956521,0.00207,empMin,-1.1956521,-1.1231884
8.7,-1.1231884,0.00069,empMin,-1.1231884,-1.0507246
8.7,-1.0507246,0.000345,empMin,-1.0507246,-0.9782609
8.7,-0.9782609,0.0,empMin,-0.9782609,-0.9057971
8.7,-0.8333333,0.0,empMin,,
8.7,1.1956521,0.0,empMax,1.1956521,1.268116
8.7,1.268116,0.00138,empMax,1.268116,1.3405797
8.7,1.3405797,0.004485,empMax,1.3405797,1.4130435
8.7,1.4130435,0.00414,empMax,1.4130435,1.4855072
8.7,1.4855072,0.00621,empMax,1.4855072,1.557971
8.7,1.557971,0.00621,empMax,1.557971,1.6304348
8.7,1.6304348,0.003105,empMax,1.6304348,1.7028985
8.7,1.7028985,0.00276,empMax,1.7028985,1.7753624
8.7,1.7753624,0.00345,empMax,1.7753624,1.8478261
8.7,1.8478261,0.001725,empMax,1.8478261,1.9202899
8.7,1.9202899,0.001035,empMax,1.9202899,1.9927536
8.7,1.9927536,0.0,empMax,1.9927536,2.0652175
8.7,2.1376812,0.0,empMax,,
8.9,-2.5,5.621946e-9,free,,
8.9,-1.589089,3.128285e-8,free,,
8.9,-1.564064,0.003096818,free,,
8.9,-1.509009,0.0056573087,free,,
8.9,-1.428929,0.007569332,free,,
8.9,-1.3438438,0.00826995,free,,
8.9,-1.2837838,0.0077018486,free,,
8.9,-1.2387388,0.00613018,free,,
8.9,-1.2087088,0.003583254,free,,
8.9,-1.1936936,5.9044083e-8,free,,
8.9,-0.6981982,0.000001934319,free,,
8.9,-0.6931932,0.049877577,free,,
8.9,-0.6881882,0.24575517,free,,
8.9,-0.6831832,0.33816606,free,,
8.9,-0.6781782,0.40577224,free,,
8.9,-0.6731732,0.459933,free,,
8.9,-0.6681682,0.50522816,free,,
8.9,-0.6581582,0.57795817,free,,
8.9,-0.6481481,0.6344613,free,,
8.9,-0.6431431,0.6583018,free,,
